Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Date,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al,Al_ICP,Al_NA,Al_NAD,Al_s
Vikasjön,1068,SE668814-161417,6687762,658609,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Östhammar,WA37251483,WA37251483,150978,2001-02-13,2001,2,13,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
Vikasjön,1068,SE668814-161417,6687762,658609,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Östhammar,WA37251483,WA37251483,150979,2001-04-11,2001,4,11,0.50,0.50,NA,NA,NA,NA,NA,NA,55.00
Vikasjön,1068,SE668814-161417,6687762,658609,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Östhammar,WA37251483,WA37251483,150980,2001-08-13,2001,8,13,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Vikasjön,1068,SE668814-161417,6687762,658609,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Östhammar,WA37251483,WA37251483,150981,2001-10-16,2001,10,16,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151042,1993-02-17,1993,2,17,2.00,2.00,NA,NA,NA,NA,NA,NA,70.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151043,1993-09-14,1993,9,14,2.00,2.00,NA,NA,NA,NA,NA,NA,50.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151045,1994-03-17,1994,3,17,2.00,2.00,NA,NA,NA,NA,NA,NA,30.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151046,1994-08-04,1994,8,4,2.00,2.00,NA,NA,NA,NA,NA,NA,35.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151048,1995-03-14,1995,3,14,2.00,2.00,NA,NA,NA,NA,NA,NA,60.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151049,1995-08-30,1995,8,30,2.00,2.00,NA,NA,NA,NA,NA,NA,45.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151050,1996-03-24,1996,3,24,2.00,2.00,NA,NA,NA,NA,NA,NA,40.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151052,1996-08-21,1996,8,21,0.50,0.50,NA,NA,NA,NA,NA,NA,50.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151054,1997-02-26,1997,2,26,0.50,0.50,NA,NA,NA,NA,NA,NA,130.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151056,1997-08-14,1997,8,14,0.50,0.50,NA,NA,NA,NA,NA,NA,55.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151057,1997-10-29,1997,10,29,0.50,0.50,NA,NA,NA,NA,NA,NA,50.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151058,1998-02-18,1998,2,18,2.00,2.00,NA,NA,NA,NA,NA,NA,20.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151059,1998-04-14,1998,4,14,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151060,1998-08-17,1998,8,17,0.50,0.50,NA,NA,NA,NA,NA,NA,10.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151061,1998-10-13,1998,10,13,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151062,1999-02-11,1999,2,11,0.50,0.50,NA,NA,NA,NA,NA,NA,40.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151063,1999-04-15,1999,4,15,0.50,0.50,NA,NA,NA,NA,NA,NA,80.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151064,1999-08-12,1999,8,12,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151066,2000-02-14,2000,2,14,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151067,2000-04-25,2000,4,25,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151068,2000-08-24,2000,8,24,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151069,2000-10-23,2000,10,23,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151070,2001-02-13,2001,2,13,0.50,0.50,NA,NA,NA,NA,NA,NA,65.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151071,2001-04-11,2001,4,11,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151072,2001-08-13,2001,8,13,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Norrsjön,1069,SE665138-164175,6651350,686629,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Uppsala län,Uppsala,WA34879956,WA34879956,151073,2001-10-16,2001,10,16,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151139,1993-02-24,1993,2,24,1.50,1.50,NA,NA,NA,NA,NA,NA,40.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151140,1993-08-17,1993,8,17,2.00,2.00,NA,NA,NA,NA,NA,NA,50.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151142,1994-02-18,1994,2,18,2.00,2.00,NA,NA,NA,NA,NA,NA,50.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151143,1994-08-18,1994,8,18,2.00,2.00,NA,NA,NA,NA,NA,NA,30.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151145,1995-02-14,1995,2,14,2.00,2.00,NA,NA,NA,NA,NA,NA,35.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151146,1995-08-09,1995,8,9,2.00,2.00,NA,NA,NA,NA,NA,NA,40.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151149,1996-02-15,1996,2,15,2.00,2.00,NA,NA,NA,NA,NA,NA,40.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151151,1996-08-07,1996,8,7,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151160,1998-02-18,1998,2,18,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151162,1998-05-10,1998,5,10,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151163,1998-08-06,1998,8,6,0.50,0.50,NA,NA,NA,NA,NA,NA,15.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151165,1998-10-26,1998,10,26,0.50,0.50,NA,NA,NA,NA,NA,NA,15.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151166,1999-02-22,1999,2,22,0.50,0.50,NA,NA,NA,NA,NA,NA,55.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151168,1999-04-15,1999,4,15,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151169,1999-08-10,1999,8,10,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151171,1999-10-13,1999,10,13,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151172,2000-02-21,2000,2,21,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151174,2000-04-05,2000,4,5,0.50,0.50,NA,NA,NA,NA,NA,NA,30.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151175,2000-08-09,2000,8,9,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151177,2000-11-02,2000,11,2,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151178,2001-02-21,2001,2,21,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151180,2001-04-03,2001,4,3,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151181,2001-08-02,2001,8,2,0.50,0.50,NA,NA,NA,NA,NA,NA,25.00
Alstern,1070,SE662322-139339,6620180,438720,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Filipstad,WA25833424,WA25833424,151183,2001-10-10,2001,10,10,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151370,1993-03-04,1993,3,4,2.00,2.00,NA,NA,NA,NA,NA,NA,175.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151371,1993-08-17,1993,8,17,2.00,2.00,NA,NA,NA,NA,NA,NA,175.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151373,1994-02-18,1994,2,18,0.80,0.80,NA,NA,NA,NA,NA,NA,200.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151374,1994-08-18,1994,8,18,2.00,2.00,NA,NA,NA,NA,NA,NA,170.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151376,1995-02-14,1995,2,14,2.00,2.00,NA,NA,NA,NA,NA,NA,200.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151377,1995-08-09,1995,8,9,2.00,2.00,NA,NA,NA,NA,NA,NA,195.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151380,1996-02-16,1996,2,16,2.00,2.00,NA,NA,NA,NA,NA,NA,190.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151382,1996-08-06,1996,8,6,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151391,1998-02-10,1998,2,10,0.50,0.50,NA,NA,NA,NA,NA,NA,215.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151393,1998-04-02,1998,4,2,0.50,0.50,NA,NA,NA,NA,NA,NA,170.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151394,1998-08-18,1998,8,18,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151396,1998-10-21,1998,10,21,0.50,0.50,NA,NA,NA,NA,NA,NA,120.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151397,1999-02-10,1999,2,10,0.50,0.50,NA,NA,NA,NA,NA,NA,255.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151399,1999-04-14,1999,4,14,0.50,0.50,NA,NA,NA,NA,NA,NA,200.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151400,1999-08-24,1999,8,24,0.50,0.50,NA,NA,NA,NA,NA,NA,95.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151402,1999-10-05,1999,10,5,0.50,0.50,NA,NA,NA,NA,NA,NA,95.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151403,2000-02-01,2000,2,1,0.50,0.50,NA,NA,NA,NA,NA,NA,235.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151405,2000-04-05,2000,4,5,0.50,0.50,NA,NA,NA,NA,NA,NA,115.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151406,2000-08-23,2000,8,23,0.50,0.50,NA,NA,NA,NA,NA,NA,90.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151408,2000-10-26,2000,10,26,0.50,0.50,NA,NA,NA,NA,NA,NA,105.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151409,2001-02-06,2001,2,6,0.50,0.50,NA,NA,NA,NA,NA,NA,210.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151411,2001-04-03,2001,4,3,0.50,0.50,NA,NA,NA,NA,NA,NA,185.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151412,2001-08-01,2001,8,1,0.50,0.50,NA,NA,NA,NA,NA,NA,100.00
Stor-En,1072,SE664614-136702,6642766,412087,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Värmlands län,Hagfors,WA18749627,WA18749627,151414,2001-10-08,2001,10,8,0.50,0.50,NA,NA,NA,NA,NA,NA,120.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151486,1993-02-22,1993,2,22,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151488,1993-08-23,1993,8,23,2.00,2.00,NA,NA,NA,NA,NA,NA,95.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151490,1994-03-21,1994,3,21,2.00,2.00,NA,NA,NA,NA,NA,NA,90.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151492,1994-08-01,1994,8,1,2.00,2.00,NA,NA,NA,NA,NA,NA,100.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151494,1995-02-20,1995,2,20,2.00,2.00,NA,NA,NA,NA,NA,NA,70.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151496,1995-08-23,1995,8,23,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151498,1996-03-06,1996,3,6,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151500,1996-08-22,1996,8,22,0.50,0.50,NA,NA,NA,NA,NA,NA,100.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151502,1997-02-04,1997,2,4,2.00,2.00,NA,NA,NA,NA,NA,NA,105.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151506,1998-02-26,1998,2,26,0.50,0.50,NA,NA,NA,NA,NA,NA,35.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151507,1998-05-20,1998,5,20,0.50,0.50,NA,NA,NA,NA,NA,NA,50.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151510,1999-02-23,1999,2,23,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
Bärmsjön,1073,SE702995-158946,7029144,629668,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Örnsköldsvik,WA17598095,WA17598095,151511,1999-05-25,1999,5,25,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Betarsjön,1074,SE707027-154763,7068921,587347,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Sollefteå,WA30734257,WA30734257,151547,1993-02-15,1993,2,15,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
Betarsjön,1074,SE707027-154763,7068921,587347,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Sollefteå,WA30734257,WA30734257,151549,1993-08-19,1993,8,19,2.00,2.00,NA,NA,NA,NA,NA,NA,100.00
Betarsjön,1074,SE707027-154763,7068921,587347,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,Andra Vattenkemi,TIDS.S_R,Västernorrlands län,Sollefteå,WA30734257,WA30734257,151551,1994-03-09,1994,3,9,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
