Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Provdatum,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al_filt,Al_ICPAES ,Al_ICPKJB,Al_NA,Al_NAD,Al_NI 
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629354,2014-08-14,2014,8,14,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 5941-L151,NA,NA,NA,NA,49.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629351,2014-10-08,2014,10,8,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 5997-M1660,NA,NA,NA,NA,39.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629356,2015-02-24,2015,2,24,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6106-L5313,NA,NA,NA,NA,147.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629357,2015-05-05,2015,5,5,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6182-L3892,NA,NA,NA,NA,86.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629358,2015-08-12,2015,8,12,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6247-L2799,NA,NA,NA,NA,97.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629355,2015-10-07,2015,10,7,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6314-L2434,NA,NA,NA,NA,74.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629359,2016-02-18,2016,2,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6405-L2103,NA,NA,NA,NA,122.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,629360,2016-04-04,2016,4,4,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6449-M952,NA,NA,NA,NA,20.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,628629,2016-08-11,2016,8,11,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6524-L1786,NA,NA,NA,NA,62.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,628628,2016-10-19,2016,10,19,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6574-M3424,NA,NA,NA,NA,46.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,729372,2017-02-16,2017,2,16,0.5,1.1,Vattenkemi i sjöar,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6653-L568,NA,NA,NA,NA,132.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,729373,2017-04-19,2017,4,19,0.5,1.1,Vattenkemi i sjöar,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6704-L19,NA,NA,NA,NA,114.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,729374,2017-08-15,2017,8,15,0.5,1.1,Vattenkemi i sjöar,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6764-L1189,NA,NA,NA,NA,44.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,729371,2017-10-12,2017,10,12,0.5,1.1,Vattenkemi i sjöar,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. 6819-M1888,NA,NA,NA,NA,47.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,764170,2018-02-14,2018,2,14,0.5,1.1,Vattenkemi i sjöar,Felskick. En natt på SLU. kyld; 6893-M341; Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,NA,108.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,764171,2018-04-17,2018,4,17,0.5,1.1,Vattenkemi i sjöar,6931-C906; Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,NA,111.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,764172,2018-08-14,2018,8,14,0.5,1.1,Vattenkemi i sjöar,6992-M129; Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,NA,34.00,NA
Tryssjön,1957,SE670275-146052,6700486,504845,6700486,504845,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Dalarnas län,Gagnef,WA89222377,WA89222377,764169,2018-10-23,2018,10,23,0.5,1.1,Vattenkemi i sjöar,7039-L5699; Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,NA,23.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633433,2010-03-03,2010,3,3,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,109.00,27.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633434,2010-04-20,2010,4,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,138.00,33.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633435,2010-05-18,2010,5,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,93.70,19.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633436,2010-06-17,2010,6,17,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,97.30,14.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633437,2010-07-20,2010,7,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,65.80,7.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633438,2010-08-18,2010,8,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,72.30,9.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633439,2010-09-23,2010,9,23,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,102.00,24.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633432,2010-10-18,2010,10,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,118.00,28.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633441,2011-02-21,2011,2,21,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,144.00,66.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633442,2011-04-18,2011,4,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,146.00,51.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633443,2011-05-16,2011,5,16,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,97.60,25.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633444,2011-06-20,2011,6,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,72.00,11.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633445,2011-07-19,2011,7,19,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,66.30,11.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633446,2011-08-15,2011,8,15,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,69.90,10.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633447,2011-09-19,2011,9,19,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,79.00,18.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633440,2011-10-20,2011,10,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,117.00,27.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633449,2012-02-22,2012,2,22,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,163.00,55.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633450,2012-04-17,2012,4,17,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,134.00,30.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633451,2012-05-12,2012,5,12,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,126.00,21.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633452,2012-06-18,2012,6,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,87.30,14.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633453,2012-07-16,2012,7,16,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,103.00,22.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633454,2012-08-21,2012,8,21,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,81.60,9.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633455,2012-09-18,2012,9,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,72.80,12.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633448,2012-10-15,2012,10,15,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,88.70,19.00,NA
Gyslättasjön,1958,SE633209-141991,6329531,468714,6329531,468714,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Kronobergs län,Alvesta,WA14574773,WA14574773,633457,2013-02-18,2013,2,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,155.00,75.00,NA
